efo_otar_slim_id	efo_label	rs_classification
Orphanet:294965	Lethal congenital contracture syndrome	02-disease-root
Orphanet:294967	Amelia of upper limb	01-disease-subtype
Orphanet:294969	Amelia of lower limb	01-disease-subtype
Orphanet:294971	Tetra-amelia	01-disease-subtype
Orphanet:294973	Humeral agenesis/hypoplasia	02-disease-root
Orphanet:294975	Congenital absence of upper arm and forearm with hand present	01-disease-subtype
Orphanet:294977	Congenital absence of thigh and lower leg with foot present	01-disease-subtype
Orphanet:294979	Congenital absence of both forearm and hand	02-disease-root
Orphanet:294981	Congenital absence of both lower leg and foot	02-disease-root
Orphanet:294983	Acheiria	02-disease-root
Orphanet:294986	Apodia	02-disease-root
Orphanet:294988	Congenital absence/hypoplasia of thumb	01-disease-subtype
Orphanet:294990	Congenital absence/hypoplasia of fingers excluding thumb	01-disease-subtype
Orphanet:294992	Split hand	01-disease-subtype
Orphanet:294994	Split foot	01-disease-subtype
Orphanet:294996	Brachydactyly of fingers	01-disease-subtype
Orphanet:294998	Brachydactyly of toes	01-disease-subtype
Orphanet:2950	Triphalangeal thumb - polysyndactyly syndrome	02-disease-root
Orphanet:295000	Constriction rings syndrome	01-disease-subtype
Orphanet:295002	Hyperphalangy	02-disease-root
Orphanet:295004	Central polydactyly of fingers	02-disease-root
Orphanet:295008	Postaxial polydactyly of toes	02-disease-root
Orphanet:295010	Central polydactyly of toes	02-disease-root
Orphanet:295012	Syndactyly type 6	02-disease-root
Orphanet:295014	Familial isolated clinodactyly of fingers	01-disease-subtype
Orphanet:295016	Camptodactyly of fingers	01-disease-subtype
Orphanet:295018	Congenital pseudoarthrosis of the tibia	01-disease-subtype
Orphanet:295020	Congenital pseudoarthrosis of the femur	01-disease-subtype
Orphanet:295022	Congenital pseudoarthrosis of the fibula	01-disease-subtype
Orphanet:295024	Congenital pseudoarthrosis of the radius	01-disease-subtype
Orphanet:295026	Congenital pseudoarthrosis of the ulna	01-disease-subtype
Orphanet:295028	Tibio-fibular synostosis	02-disease-root
Orphanet:295030	Congenital shoulder dislocation	02-disease-root
Orphanet:295032	Congenital elbow dislocation	02-disease-root
Orphanet:295034	Congenital knee dislocation	02-disease-root
Orphanet:295036	Congenital patella dislocation	02-disease-root
Orphanet:295038	Patella aplasia/hypoplasia, unilateral	01-disease-subtype
Orphanet:295041	Patella aplasia/hypoplasia, bilateral	01-disease-subtype
Orphanet:295044	Macrodactyly of fingers	02-disease-root
Orphanet:295047	Macrodactyly of toes	02-disease-root
Orphanet:295049	Upper limb hypertrophy	02-disease-root
Orphanet:295051	Lower limb hypertrophy	02-disease-root
Orphanet:295053	Amelia of upper limb, unilateral	01-disease-subtype
Orphanet:295055	Amelia of upper limb, bilateral	01-disease-subtype
Orphanet:295057	Amelia of lower limb, unilateral	01-disease-subtype
Orphanet:295059	Amelia of lower limb, bilateral	01-disease-subtype
Orphanet:295061	Humeral agenesis/hypoplasia, unilateral	01-disease-subtype
Orphanet:295063	Humeral agenesis/hypoplasia, bilateral	01-disease-subtype
Orphanet:295065	Femoral agenesis/hypoplasia, unilateral	01-disease-subtype
Orphanet:295067	Femoral agenesis/hypoplasia, bilateral	01-disease-subtype
Orphanet:295069	Radial hemimelia, unilateral	01-disease-subtype
Orphanet:295071	Radial hemimelia, bilateral	01-disease-subtype
Orphanet:295073	Ulnar hemimelia, bilateral	01-disease-subtype
Orphanet:295075	Ulnar hemimelia, unilateral	01-disease-subtype
Orphanet:295077	Tibial hemimelia, unilateral	01-disease-subtype
Orphanet:295079	Tibial hemimelia, bilateral	01-disease-subtype
Orphanet:295081	Fibular hemimelia, unilateral	01-disease-subtype
Orphanet:295083	Fibular hemimelia, bilateral	01-disease-subtype
Orphanet:295085	Congenital absence of upper arm and forearm with hand present, unilateral	01-disease-subtype
Orphanet:295087	Congenital absence of upper arm and forearm with hand present, bilateral	01-disease-subtype
Orphanet:295089	Congenital absence of thigh and lower leg with foot present, unilateral	01-disease-subtype
Orphanet:295091	Congenital absence of thigh and lower leg with foot present, bilateral	01-disease-subtype
Orphanet:295093	Congenital absence of both forearm and hand, unilateral	01-disease-subtype
Orphanet:295095	Congenital absence of both forearm and hand, bilateral	01-disease-subtype
Orphanet:295097	Congenital absence of both lower leg and foot, unilateral	01-disease-subtype
Orphanet:295099	Congenital absence of both lower leg and foot, bilateral	01-disease-subtype
Orphanet:2951	Absent thumb - short stature - immunodeficiency	02-disease-root
Orphanet:295101	Acheiria, unilateral	01-disease-subtype
Orphanet:295103	Acheiria, bilateral	01-disease-subtype
Orphanet:295105	Apodia, unilateral	01-disease-subtype
Orphanet:295107	Apodia, bilateral	01-disease-subtype
Orphanet:295110	Congenital absence/hypoplasia of thumb, unilateral	01-disease-subtype
Orphanet:295112	Congenital absence/hypoplasia of thumb, bilateral	01-disease-subtype
Orphanet:295114	Congenital absence/hypoplasia of fingers excluding thumb, bilateral	01-disease-subtype
Orphanet:295116	Adactyly of foot, unilateral	01-disease-subtype
Orphanet:295118	Adactyly of foot, bilateral	01-disease-subtype
Orphanet:295120	Split hand, unilateral	01-disease-subtype
Orphanet:295122	Split hand, bilateral	01-disease-subtype
Orphanet:295124	Split foot, unilateral	01-disease-subtype
Orphanet:295126	Split foot, bilateral	01-disease-subtype
Orphanet:295128	Brachydactyly of fingers, unilateral	01-disease-subtype
Orphanet:295130	Brachydactyly of fingers, bilateral	01-disease-subtype
Orphanet:295132	Brachydactyly of toes, unilateral	01-disease-subtype
Orphanet:295134	Brachydactyly of toes, bilateral	01-disease-subtype
Orphanet:295136	Symbrachydactyly of hand and foot, unilateral	01-disease-subtype
Orphanet:295138	Symbrachydactyly of hand and foot, bilateral	01-disease-subtype
Orphanet:295140	Hyperphalangy, unilateral	01-disease-subtype
Orphanet:295142	Hyperphalangy, bilateral	01-disease-subtype
Orphanet:295144	Polydactyly of a biphalangeal thumb, unilateral	01-disease-subtype
Orphanet:295146	Polydactyly of a biphalangeal thumb, bilateral	01-disease-subtype
Orphanet:295148	Polydactyly of a triphalangeal thumb, unilateral	01-disease-subtype
Orphanet:295150	Polydactyly of a triphalangeal thumb, bilateral	01-disease-subtype
Orphanet:295152	Polydactyly of an index finger, unilateral	01-disease-subtype
Orphanet:295154	Polydactyly of an index finger, bilateral	01-disease-subtype
Orphanet:295159	Polysyndactyly, unilateral	01-disease-subtype
Orphanet:295161	Polysyndactyly, bilateral	01-disease-subtype
Orphanet:295163	Postaxial polydactyly type A, unilateral	01-disease-subtype
Orphanet:295165	Postaxial polydactyly type A, bilateral	01-disease-subtype
Orphanet:295167	Postaxial polydactyly type B, unilateral	01-disease-subtype
Orphanet:295169	Postaxial polydactyly type B, bilateral	01-disease-subtype
Orphanet:295171	Central polydactyly of fingers, unilateral	01-disease-subtype
Orphanet:295173	Central polydactyly of fingers, bilateral	01-disease-subtype
Orphanet:295179	Postaxial polydactyly of toes, unilateral	01-disease-subtype
Orphanet:295181	Postaxial polydactyly of toes, bilateral	01-disease-subtype
Orphanet:295183	Central polydactyly of toes, unilateral	01-disease-subtype
Orphanet:295185	Central polydactyly of toes, bilateral	01-disease-subtype
Orphanet:295187	Zygodactyly type 1	01-disease-subtype
Orphanet:295189	Zygodactyly type 2	01-disease-subtype
Orphanet:295191	Zygodactyly type 3	01-disease-subtype
Orphanet:295193	Zygodactyly type 4	01-disease-subtype
Orphanet:295195	Synpolydactyly type 1	01-disease-subtype
Orphanet:295197	Synpolydactyly type 2	01-disease-subtype
Orphanet:295199	Synpolydactyly type 3	01-disease-subtype
Orphanet:2952	Adducted thumbs - arthrogryposis, Christian type	01-disease-subtype
Orphanet:295201	Congenital vertical talus, unilateral	01-disease-subtype
Orphanet:295203	Congenital vertical talus, bilateral	01-disease-subtype
Orphanet:295205	Humero-radio-ulnar synostosis, unilateral	01-disease-subtype
Orphanet:295207	Humero-radio-ulnar synostosis, bilateral	01-disease-subtype
Orphanet:295209	Humero-radial synostosis, unilateral	01-disease-subtype
Orphanet:295211	Humero-radial synostosis, bilateral	01-disease-subtype
Orphanet:295213	Humero-ulnar synostosis, unilateral	01-disease-subtype
Orphanet:295215	Humero-ulnar synostosis, bilateral	01-disease-subtype
Orphanet:295217	Radio-ulnar synostosis, unilateral	01-disease-subtype
Orphanet:295219	Radio-ulnar synostosis, bilateral	01-disease-subtype
Orphanet:295225	Congenital elbow dislocation, unilateral	01-disease-subtype
Orphanet:295227	Congenital elbow dislocation, bilateral	01-disease-subtype
Orphanet:295229	Congenital genu recurvatum	01-disease-subtype
Orphanet:295232	Congenital genu flexum	01-disease-subtype
Orphanet:295234	Congenital patella dislocation, unilateral	01-disease-subtype
Orphanet:295237	Congenital patella dislocation, bilateral	01-disease-subtype
Orphanet:295239	Macrodactyly of fingers, unilateral	01-disease-subtype
Orphanet:295241	Macrodactyly of fingers, bilateral	01-disease-subtype
Orphanet:295243	Macrodactyly of toes, unilateral	01-disease-subtype
Orphanet:295245	Macrodactyly of toes, bilateral	01-disease-subtype
Orphanet:2958	X-linked intellectual disability - dysmorphism - cerebral atrophy	02-disease-root
Orphanet:2959	Progéria - short stature - pigmented nevi	02-disease-root
Orphanet:296	Enchondromatosis	02-disease-root
Orphanet:2962	De Barsy syndrome	02-disease-root
Orphanet:2963	Progeroid syndrome, Petty type	02-disease-root
Orphanet:2964	Autosomal dominant prognathism	02-disease-root
Orphanet:2966	Properdin deficiency	01-disease-subtype
Orphanet:2968	Leukocyte adhesion deficiency	02-disease-root
Orphanet:2970	Prune belly syndrome	02-disease-root
Orphanet:2971	Peroxisomal acyl-CoA oxidase deficiency	02-disease-root
Orphanet:2972	Non-eruption of teeth - maxillary hypoplasia - genu valgum	02-disease-root
Orphanet:2973	46,XX disorder of sex development - anorectal anomalies	01-disease-subtype
Orphanet:2975	46,XX disorder of sex development - skeletal anomalies	01-disease-subtype
Orphanet:2976	Pseudoleprechaunism syndrome, Patterson type	02-disease-root
Orphanet:2978	Chronic intestinal pseudoobstruction	01-disease-subtype
Orphanet:298	Mitochondrial neurogastrointestinal encephalomyopathy	01-disease-subtype
Orphanet:2980	Acro-oto-ocular syndrome	02-disease-root
Orphanet:2983	Disorder of sex development - intellectual disability	01-disease-subtype
Orphanet:2985	Pseudoprogeria syndrome	02-disease-root
Orphanet:298644	Disorder of thiamine metabolism and transport	01-disease-subtype
Orphanet:2987	Antecubital pterygium syndrome	02-disease-root
Orphanet:2988	Pterygium colli - intellectual disability - digital anomalies	02-disease-root
Orphanet:2989	Pterygium of the conjunctiva, familial form	02-disease-root
Orphanet:2990	Autosomal recessive multiple pterygium syndrome	01-disease-subtype
Orphanet:2994	Short stature - craniofacial anomalies - genital hypoplasia	02-disease-root
Orphanet:2995	Baraitser-Winter syndrome	01-disease-subtype
Orphanet:2997	Ptosis - vocal cord paralysis	02-disease-root
Orphanet:2999	Ptosis - strabismus - ectopic pupils	02-disease-root
Orphanet:30	Hereditary orotic aciduria	01-disease-subtype
Orphanet:300284	Connective tissue disorder due to lysyl hydroxylase-3 deficiency	02-disease-root
Orphanet:300293	Transient infantile hypertriglyceridemia and hepatosteatosis	01-disease-subtype
Orphanet:300298	Severe congenital hypochromic anemia with ringed sideroblasts	01-disease-subtype
Orphanet:3003	Pyknoachondrogenesis	01-disease-subtype
Orphanet:300313	Congenital cataract-hearing loss-severe developmental delay syndrome	02-disease-root
Orphanet:300333	Nephrotic syndrome-deafness-pretibial epidermolysis bullosa syndrome	02-disease-root
Orphanet:300345	Autosomal recessive systemic lupus erythematosus	02-disease-root
Orphanet:300359	PLCG2-associated antibody deficiency and immune dysregulation	01-disease-subtype
Orphanet:300373	Familial infantile gigantism	02-disease-root
Orphanet:300382	Progeroid and marfanoid aspect-lipodystrophy syndrome	02-disease-root
Orphanet:3004	Mirror polydactyly - vertebral segmentation - limbs defects	02-disease-root
Orphanet:300496	Multiple congenital anomalies-hypotonia-seizures syndrome type 2	01-disease-subtype
Orphanet:300525	Pseudohypoaldosteronism type 2D	01-disease-subtype
Orphanet:300530	Pseudohypoaldosteronism type 2E	01-disease-subtype
Orphanet:300547	Autosomal recessive infantile hypercalcemia	02-disease-root
Orphanet:300570	Cortical dysgenesis with pontocerebellar hypoplasia due to TUBB3 mutation	02-disease-root
Orphanet:300573	Polymicrogyria due to TUBB2B mutation	01-disease-subtype
Orphanet:300576	Oligodontia - cancer predisposition syndrome	01-disease-subtype
Orphanet:3006	Pyridoxine-dependent epilepsy	01-disease-subtype
Orphanet:300605	Juvenile amyotrophic lateral sclerosis	01-disease-subtype
Orphanet:300751	Familial dilated cardiomyopathy with conduction defect due to LMNA mutation	01-disease-subtype
Orphanet:3010	Qazi-Markouizos syndrome	02-disease-root
Orphanet:3011	Spastic tetraplegia - retinitis pigmentosa - intellectual disability	01-disease-subtype
Orphanet:3015	Radio-renal syndrome	02-disease-root
Orphanet:3016	Radius absent - anogenital anomalies	02-disease-root
Orphanet:302	Epidermodysplasia verruciformis	02-disease-root
Orphanet:3020	Ramsay-Hunt syndrome	02-disease-root
Orphanet:3021	RAPADILINO syndrome	02-disease-root
Orphanet:3027	Caudal regression sequence	02-disease-root
Orphanet:303	Dystrophic epidermolysis bullosa	02-disease-root
Orphanet:3034	Delayed membranous cranial ossification	01-disease-subtype
Orphanet:3035	Growth delay - hydrocephaly - lung hypoplasia	02-disease-root
Orphanet:3038	Delayed speech - facial asymmetry - strabismus - ear lobe creases	02-disease-root
Orphanet:30391	Biliary atresia	02-disease-root
Orphanet:304	Epidermolysis bullosa simplex	02-disease-root
Orphanet:3041	Intellectual disability - balding - patella luxation - acromicria	01-disease-subtype
Orphanet:3042	Intellectual disability - cataracts - calcified pinnae - myopathy	02-disease-root
Orphanet:3044	Intellectual disability - dysmorphism - hypogonadism - diabetes mellitus	02-disease-root
Orphanet:3047	Blepharophimosis-intellectual disability syndrome, SBBYS type	01-disease-subtype
Orphanet:305	Junctional epidermolysis bullosa	02-disease-root
Orphanet:3050	Intellectual disability - hypotonia - skin hyperpigmentation	02-disease-root
Orphanet:3051	intellectual disability - sparse hair - brachydactyly	02-disease-root
Orphanet:3052	X-linked intellectual disability - seizures - psoriasis	02-disease-root
Orphanet:3057	Monoamine oxidase A deficiency	01-disease-subtype
Orphanet:3059	X-linked intellectual disability, Gu type	02-disease-root
Orphanet:306	Benign familial infantile epilepsy	01-disease-subtype
Orphanet:3061	X-linked intellectual disability, Raynaud type	02-disease-root
Orphanet:3063	X-linked intellectual disability, Snyder type	02-disease-root
Orphanet:3064	X-linked intellectual disability, Wittner type	02-disease-root
Orphanet:306436	Congenital sucrase-isomaltase deficiency with starch intolerance	01-disease-subtype
Orphanet:306446	Congenital sucrase-isomaltase deficiency with minimal starch tolerance	01-disease-subtype
Orphanet:306462	Congenital sucrase-isomaltase deficiency without starch intolerance	01-disease-subtype
Orphanet:306474	Congenital sucrase-isomaltase deficiency with starch and lactose intolerance	01-disease-subtype
Orphanet:306486	Congenital sucrase-isomaltase deficiency without sucrose intolerance	01-disease-subtype
Orphanet:306504	Congenital nephrotic syndrome-interstitial lung disease-epidermolysis bullosa syndrome	01-disease-subtype
